reaction_id,minimum,maximum
ADOCBLtonex,0,0
ADPRDP,0,-8.97033E-06
ADPT,0,0.00436247
ADSK,0.118408,0.118395
ADSL1r,0.138723,0.138699
ADSL2r,0.199024,0.20775
ADSS,0.138723,0.138699
AGDC,9.56835E-06,-7.76E-06
AGM3PA,3.58813E-05,-3.88E-06
AGM3PApp,0,-3.58813E-05
AGM3PH,0,-3.87906E-06
AGM3Pt2pp,3.58813E-05,-1.44E-04
AGM4PA,0,-4.78418E-05
AGM4PApp,0,-0.000143525
AGM4PCP,0,-4.78418E-05
AGM4PCPpp,0,-0.000143525
AGM4PH,0,-4.78418E-05
AGM4Pt2pp,0.000143525,-4.78418E-05
AGMH,0,-3.72793E-06
AGMHE,0.0155755,0.015574
AGMT,7.97363E-06,-1.20E-05
AGMt2pp,4.62985E-06,-3.59E-05
AGMtex,7.97363E-06,0.00E+00
AGPAT120,0,-1.10404E-05
AGPAT140,0,-1.79407E-05
AGPAT141,0,-3.58813E-05
AGPAT160,0.0289741,0.0289382
AGPAT161,0.0225359,0.0225179
AGPAT180,4.78418E-05,-1.44E-04
AGPAT181,0.0116148,0.0115968
AGPR,-0.156385,-0.156421
AGt3,0,0
AHCYSNS,0.000640142,0.000633083
AICART,0.25173,0.251726
AIRC2,0.199024,0.20775
AIRC3,-0.20775,-0.199024
AKGDH,0,-1.19604E-05
AKGt2rpp,1.19604E-05,0.00E+00
AKGtex,1.19604E-05,0.00E+00
ALAALAD,0,-3.58813E-05
ALAALAabcpp,0.00164584,0.00157035
ALAALAr,0.0115999,0.0115282
ALAALAtex,1.79407E-05,0.00E+00
ALAGLUE,0,-1.79407E-05
ALAR,0.0115999,0.0115282
ALATA_D2,0,-7.17627E-05
ALATA_L,-1000,999.541
ALATA_L2,0,-7.17627E-05
ALATRS,0,0
ALAabcpp,0,-4.78418E-05
ALAt2pp,0,1000
ALAt2rpp,-1000,0
ALAt4pp,0,1000
ALAtex,4.78417E-05,0.00E+00
ALCD19,2.05036E-05,0.00E+00
ALCD2x,-14.7223,-14.723
ALDD19xr,0,0
ALDD2x,0,-3.58813E-05
ALDD2y,0,-7.17627E-05
ALDD3y,0,0
ALDD4,0,0
ALLK,0,0
ALLPI,0,0
ALLTAMH,2.60955E-05,-3.15E-06
ALLTN,2.60955E-05,-3.15E-06
ALLTNt2rpp,2.60955E-05,0.00E+00
ALLTNtex,2.60955E-05,0.00E+00
ALLULPE,0,0
ALLabcpp,0,0
ALLtex,0,0
ALPATE160pp,0,0
ALPATG160pp,0,0
ALR2,0,-7.17627E-05
ALR4x,0,-7.17627E-05
ALTRH,0,0
AM3PA,2.31492E-06,-3.88E-06
AM4PA,0,-4.78418E-05
AM4PCP,0,-4.78418E-05
AMALT1,0,-3.58813E-05
AMALT2,0,0
AMALT3,0,0
AMALT4,0,0
AMANAPEr,0,0
AMANK,0,0
AMAOTr,9.55436E-07,2.69E-07
AMMQLT8,0.000106531,0.000106531
AMPMS2,0.000106531,0.000106531
AMPN,0,-3.58813E-05
AMPTASECG,5.1259E-06,-1.59E-05
AMPTASEPG,0,0
AMPtex,0,0
ANHGMtex,4.10072E-06,0.00E+00
ANHMK,4.62985E-06,-3.73E-06
ANPRT,0.0263863,0.0263824
ANS,0.0263863,0.0263824
AOBUTDs,0,-1.79407E-05
AOXSr2,9.55436E-07,2.69E-07
AP4AH,0,-3.58813E-05
AP4AS,0,-3.58813E-05
AP5AH,0,0
APCS,0,0
APG3PAT120,0,-8.44267E-06
APG3PAT140,0,-8.44267E-06
APG3PAT141,7.17627E-05,-1.44E-04
APG3PAT160,3.58813E-05,2.90E-02
APG3PAT161,3.58813E-05,2.25E-02
APG3PAT180,0,-0.000143525
APG3PAT181,0,0.0115861
APH120,0,-3.58813E-05
APH140,0,-3.58813E-05
APH141,0.000287051,-3.58813E-05
APH160,0,-3.58813E-05
APH161,0,-3.58813E-05
APH180,0,-3.58813E-05
APH181,0,-3.58813E-05
APPLDHr,0,0
APRAUR,0.000213062,0.000213062
ARAI,1.95716E-05,0.00E+00
ARBTNR1,0,-1.02518E-05
ARBTNR2,0,-1.02518E-05
ARBTNR3,0,-3.58813E-05
ARBTNabcpp,0,-2.05036E-05
ARBTNexs,0,-2.05036E-05
ARBTNtex,0,-2.05036E-05
ARBTNtonex,0,-2.05036E-05
ARBTNtpp,0,-2.05036E-05
ARBTptspp,0,0
ARBTtex,0,0
ARBabcpp,0,-4.78418E-05
ARBt2rpp,4.78418E-05,-7.18E-05
ARBt3ipp,0,-7.17627E-05
ARBtex,1.95716E-05,0.00E+00
ARGAGMt7pp,0.000143525,-7.97363E-06
ARGDC,0,-1.19604E-05
ARGDCpp,0,-1.10404E-05
ARGORNt7pp,4.78418E-05,-7.18E-05
ARGSL,0.137306,0.137294
ARGSS,0.137306,0.137294
ARGTRS,0,0
ARGabcpp,0,-4.78418E-05
ARGt3pp,0,-7.17627E-05
ARGtex,4.62985E-06,0.00E+00
ASAD,-0.499747,-0.499768
ASCBPL,0,0
ASCBptspp,0,0
ASCBtex,0,0
ASNN,0,-3.58813E-05
ASNNpp,0,-3.58813E-05
ASNS1,0,-3.58813E-05
ASNS2,0.111932,0.11186
ASNTRS,0,0
ASNabcpp,0,-4.78418E-05
ASNt2rpp,4.78418E-05,0.00E+00
ASNtex,1.19604E-05,0.00E+00
ASO3t8pp,0,0
ASO3tex,0,0
ASP1DC,0.000275166,0.000275165
ASPCT,0.153025,0.153017
ASPK,0.499768,0.499747
ASPO3,0,-2.39209E-05
ASPO4,0,-2.39209E-05
ASPO5,0,-2.39209E-05
ASPO6,0.00111264,0.00108872
ASPT,0,-7.17627E-05
ASPTA,-1.36166,-1.35525
ASPTRS,0,0
ASPabcpp,0,-4.78418E-05
ASPt2_2pp,0,-0.000143525
ASPt2_3pp,0,-7.17627E-05
ASPt2pp,0,1000
ASPt2rpp,-1000,-3.58813E-05
ASPtex,1.79407E-05,0.00E+00
ASR,0,0
AST,0,-5.98022E-06
ATHRDHr,7.17627E-05,0.00E+00
ATPHs,0,-1.43525E-05
ATPM,3.15,3.14996
ATPPRT,0.0439768,0.0439732
ATPS4rpp,-12.0903,-12.0906
BALAt2pp,0,0
BALAtex,0,0
BETALDHx,0,0
BETALDHy,0,0
BMOCOS,5.54153E-05,-1.79E-03
BMOGDS1,5.54153E-05,8.81E-02
BMOGDS2,5.54153E-05,8.81E-02
BPNT,0.118408,0.118395
BSORx,0,0
BSORy,0,0
BTNt2ipp,0,0
BTNtex,0,0
BTS5,9.55436E-07,2.69E-07
BUTCT,0,0
BUTSO3abcpp,0,0
BUTSO3tex,0,0
BUTt2rpp,0,0
BUTtex,0,0
BWCOGDS1,0,0
BWCOGDS2,0,0
BWCOS,0,0
CA2t3pp,0,999.998
CA2tex,0.00236566,0.00236566
CADVtpp,0,-7.97363E-06
CAT,0,0
CAt6pp,-1000,-0.00236566
CBIAT,0,0
CBItonex,0,0
CBIuabcpp,0,0
CBL1abcpp,0.000106531,0.000106531
CBL1tonex,0.000106531,0.000106531
CBLAT,0.000106531,0.000106531
CBMD,0,-2.40545E-06
CBMKr,0.290388,0.290318
CBPS,0,-1.79407E-05
CCGS,0,0
CD2abcpp,0,-3.58813E-05
CD2t3pp,0,-0.000143525
CD2tex,0,0
CD2tpp,0,-0.000143525
CDAPPA120,0,-3.58813E-05
CDAPPA140,0,-3.58813E-05
CDAPPA141,0,-3.58813E-05
CDAPPA160,0,-3.58813E-05
CDAPPA161,0,-3.58813E-05
CDAPPA180,0,-3.58813E-05
CDAPPA181,0,-3.58813E-05
CDGR,0,0
CDGS,0,0
CDPMEK,0.00316536,0.00316536
CFAS160E,0,0
CFAS160G,0,0
CFAS180E,0,0
CFAS180G,0,0
CGLYabcpp,5.1259E-06,-1.59E-05
CGLYtex,5.1259E-06,0.00E+00
CHLabcpp,0,0
CHLt2pp,0,0
CHLtex,0,0
CHOLD,0,0
CHORM,0.150115,0.15011
CHORS,0.177673,0.177668
CHRPL,0.000106531,0.000106531
CHTBSptspp,0,0
CHTBStex,0,0
CINNDO,0,0
CITL,0,-3.58813E-05
CITt3pp,0,0.153569
CITt7pp,9.56835E-06,1.54E-01
CITtex,9.56835E-06,0.00E+00
CLIPAabctex,0,-7.37288E-07
CLPNH120pp,0,-4.78418E-05
CLPNH140pp,0,-4.78418E-05
CLPNH141pp,0,-3.58813E-05
CLPNH160pp,0,-8.97033E-06
CLPNH161pp,0,-8.97033E-06
CLPNH180pp,0,-4.78418E-05
CLPNH181pp,0,-8.97033E-06
CLPNS120pp,0,-4.78418E-05
CLPNS140pp,0.000143525,-3.58813E-05
CLPNS141pp,0,-4.78418E-05
CLPNS160pp,0.0014064,0.00139743
CLPNS161pp,0.00109397,0.00107347
CLPNS180pp,0,-3.58813E-05
CLPNS181pp,0.000563707,0.000543204
CLt3_2pp,0.00118283,0.00118283
CLtex,0.00236566,0.00236566
CMPN,3.58813E-05,-1.79E-05
CMPtex,0,0
CMtex,0,-0.000143525
CMtpp,0,-0.000143525
CO2tex,0.164515,0.163941
CO2tpp,0.164802,0.163941
COBALT2abcpp,0,-3.58813E-05
COBALT2t3pp,0,-0.000143525
COBALT2tex,1.14652E-05,8.86E-02
COBALT2tpp,1.14652E-05,-1.32E-04
COLIPAKpp,0,-2.64522E-07
COLIPAPabctex,0,-2.64522E-07
COLIPAabcpp,0.00389388,0.0038935
COLIPAabctex,0.00389388,0.0038935
CPGNR1,0,-1.02518E-05
CPGNR2,0,-1.02518E-05
CPGNR3,0,-1.02518E-05
CPGNUtex,0,-2.05036E-05
CPGNUtpp,0,-2.05036E-05
CPGNabcpp,0,-2.05036E-05
CPGNexs,0,-2.05036E-05
CPGNtonex,0,-2.05036E-05
CPH4S,0,0
CPMPS,0.000117519,0.000117519
CPPPGO,8.61152E-06,0.00E+00
CPPPGO2,0.000213062,0.000212332
CRNBTCT,0,0
CRNCAL2,0,0
CRNCAR,0,0
CRNCBCT,0,0
CRNCDH,0,0
CRNDCAL2,0,0
CRNDabcpp,0,-4.78418E-05
CRNDt2rpp,4.78418E-05,1.00E+03
CRNDtex,0,0
CRNabcpp,0,-4.78418E-05
CRNt2rpp,-1000,0
CRNt7pp,0,0
CRNt8pp,0,1000
CRNtex,0,0
CS,0.519826,0.51979
CSND,0,-3.58813E-05
CSNt2pp,0,0
CSNtex,0,0
CTBTCAL2,0,0
CTBTabcpp,0,-4.78418E-05
CTBTt2rpp,4.78418E-05,0.00E+00
CTECOAI6,7.17627E-05,-5.74E-05
CTECOAI7,-0.0450478,-0.0451435
CTECOAI8,-0.0232295,-0.0232534
CTPS2,0.0742465,0.0742106
CU1Opp,0,0
CU1abcpp,0,0
CU2abcpp,0,-3.58813E-05
CU2tex,0.000321982,0.000321982
CU2tpp,0.000321982,0.000286101
CUt3,0,0
CUtex,0,0
CYANST,0,0
CYANSTpp,0,0
CYANtex,0,0
CYNTAH,0,0
CYNTt2pp,0,0
CYNTtex,0,0
CYSDDS,0,0
CYSDS,0,-1.43525E-05
CYSDabcpp,0,0
CYSDtex,0,0
CYSS,0.118408,0.118393
CYSSADS,0,0
CYSTL,0.0746716,0.0746674
CYSTRS,0,0
CYSabc2pp,0,-1.79407E-05
CYSabcpp,6.83454E-06,-3.59E-05
CYStex,6.83454E-06,0.00E+00
CYStpp,0,-3.58813E-05
CYTBD2pp,0,-1.38895E-05
CYTBDpp,0,-1.38895E-05
CYTBO3_4pp,0,-0.000017223
CYTD,0,-3.58813E-05
CYTDH,0,-1.79407E-05
CYTDK2,3.58813E-05,-3.59E-05
CYTDt2pp,0,1000
CYTDt2rpp,-1000,0
CYTDtex,3.47239E-06,0.00E+00
CYTK1,0.0783186,0.0781751
CYTK2,3.58813E-05,-3.59E-05
D_DASH_LACt2pp,0.000143525,0
D_DASH_LACtex,0.000143525,0
DAAD,0,-7.17627E-05
DADA,0,-2.39209E-05
DADK,3.58813E-05,-3.59E-05
DADNt2pp,0,0
DADNtex,0,0
DAGK120,0,-3.58813E-05
DAGK140,0,-3.58813E-05
DAGK141,0,-3.58813E-05
DAGK160,0,-3.58813E-05
DAGK161,0,-3.58813E-05
DAGK180,0,-3.58813E-05
DAGK181,0,-3.58813E-05
DALAt2pp,0.0116478,0.0114564
DALAtex,4.78417E-05,0.00E+00
DAMPtex,0,0
DAPAL,0,0
DAPDC,0.159295,0.159287
DAPE,0.172469,0.17246
DAPabcpp,0,0
DAPtex,7.97363E-06,0.00E+00
DASYN120,0,-3.58813E-05
DASYN140,0.000143525,-3.58813E-05
DASYN141,0,-3.58813E-05
DASYN160,0.0289741,0.0289382
DASYN161,0.0225359,0.0225
DASYN180,0,-0.000107644
DASYN181,0.0116148,0.0115669
DATPHs,0,-1.02518E-05
DB4PS,0.000426124,0.000426124
DBTS,9.55436E-07,2.69E-07
DC6PH,0,0
DCAtex,0,0
DCMPtex,0,0
DCTPD,0,-1.79407E-05
DCYTD,0,-1.79407E-05
DCYTt2pp,0,0
DCYTtex,0,0
DDCAtexi,0,0
DDGALK,0,0
DDGLCNt2rpp,0,0
DDGLCNtex,0,0
DDGLK,0,0
DDPA,0.177673,0.177664
DDPGALA,0,0
DGK1,3.58813E-05,-3.59E-05
DGMPtex,0,0
DGSNt2pp,0,0
DGSNtex,0,0
DHACOAH,0,0
DHAD1,0.405839,0.405815
DHAD2,0.134865,0.134857
DHAPT,0,14.4797
DHAtex,2.87051E-05,0.00E+00
DHAtpp,2.87051E-05,0.00E+00
DHBD,0.000319593,0.000316331
DHBS,0.000319593,0.000298065
DHBSH,0,-2.15288E-05
DHCIND,0,0
DHCINDO,0,0
DHDPRy,0.172469,0.17246
DHDPS,0.172469,0.17246
DHFR,0.0122759,0.012271
DHFS,0.000426124,0.000426124
DHMPTR,0,0
DHNAOT4,0.000213062,0.000213062
DHNCOAS,0.000213062,0.000213062
DHNCOAT,0.000213062,0.000213062
DHNPA2r,0.000426124,0.000426124
DHNPTE,0,0
DHORD2,0,-0.000017223
DHORD5,4.78418E-05,1.53E-01
DHORDfum,0,0.152977
DHORTS,-0.153017,-0.153025
DHPPD,0,0
DHPPDA2,0.000213062,0.000213062
DHPS2,0.000426124,0.000426124
DHPTDCs2,0.000640142,0.000633083
DHPTDNR,0,0
DHPTDNRN,0,0
DHPTPE,0,0
DHQS,0.177673,0.177664
DHQTi,0.177673,0.177665
DIMPtex,0,0
DINSt2pp,0,0
DINStex,0,0
DKGLCNR1,0,0
DKGLCNR2x,0,0
DKGLCNR2y,0,0
DMATT,0.000452399,0.000452399
DMPPS,0,0.00316536
DMQMT,0.000106531,0.000106531
DMSOR1,0,0
DMSOR1pp,0,0
DMSOR2,0,0
DMSOR2pp,0,0
DMSOtex,0,0
DMSOtpp,0,0
DMStex,0,0
DNMPPA,0.000426124,0.000426124
DNTPPA,0.000426124,0.000426124
DOGULNR,0,0
DOPAtex,0,0
DOXRBCNtex,0,-0.000143525
DOXRBCNtpp,0,-0.000143525
DPCOAK,0.000275166,0.000275165
DPR,0.000275166,0.000275165
DRPA,0,-0.000430576
DSBAO1,0,0
DSBAO2,0,0
DSBCGT,0,0
DSBDR,0,0
DSBGGT,0,0
DSERDHr,2.39209E-05,0.00E+00
DSERt2pp,0,0
DSERtex,0,0
DTARTD,0,0
DTMPK,0.0118498,0.0118139
DTMPtex,0,0
DUMPtex,0,0
DURADx,0,0
DURIK1,0,-3.58813E-05
DURIPP,3.58813E-05,-4.31E-04
DURIt2pp,0,0
DURItex,0,0
DUTPDP,0.0118857,0.0114192
DXPRIi,0.00316536,0.00316536
DXPS,0.00337842,0.00337842
DXYLK,0,0
E4PD,0.000106531,0.000106531
EAR100x,0,-1.19604E-05
EAR100y,0,-7.17627E-05
EAR120x,7.17627E-05,-2.39E-05
EAR120y,0,-7.17627E-05
EAR121x,7.17627E-05,-5.98E-06
EAR121y,0,-7.17627E-05
EAR140x,0,-2.39209E-05
EAR140y,0,-1.79407E-05
EAR141x,7.17627E-05,-7.97E-06
EAR141y,0,-7.17627E-05
EAR160x,0,-2.39209E-05
EAR160y,0,-7.17627E-05
EAR161x,7.17627E-05,-7.18E-05
EAR161y,0,-7.17627E-05
EAR180x,0,-8.6985E-06
EAR180y,0,-7.75812E-06
EAR181x,7.17627E-05,-2.39E-05
EAR181y,0,-7.17627E-05
EAR40x,7.17627E-05,-1.03E-05
EAR40y,0,-7.17627E-05
EAR60x,7.17627E-05,-1.03E-05
EAR60y,0,-7.17627E-05
EAR80x,7.17627E-05,-1.03E-05
EAR80y,0,-7.17627E-05
ECA4COLIPAabctex,0,-2.14966E-07
ECA4OALpp,0,-2.14966E-07
ECAP1pp,0,-2.14966E-07
ECAP2pp,0,-2.14966E-07
ECAP3pp,0,-2.14966E-07
ECAtpp,0,-8.59862E-07
ECOAH1,0.149624,0.149542
ECOAH2,0.149624,0.149542
ECOAH3,0.149624,0.14961
ECOAH4,0.149627,0.149608
ECOAH5,0.149637,0.149608
ECOAH6,0.130167,0.130142
ECOAH7,0.126321,0.126249
ECOAH8,0.0232534,0.0232295
EDA,0,-0.000430576
EDD,0,-0.000430576
EDTXS1,0.00389388,0.00389313
EDTXS2,0.00389388,0.00389313
EDTXS3,0,-7.37288E-07
EDTXS4,0,-7.37288E-07
EGMEACPR,9.55436E-07,2.69E-07
ENLIPAabctex,0,-6.71725E-07
ENO,34.9118,34.9115
ENTCS,0.000106531,9.93548E-05
ENTERES,0,-3.58813E-05
ENTERES2,0,-7.17627E-06
EPMEACPR,9.55436E-07,2.69E-07
ETHAAL,0.000143525,-2.05036E-05
ETHAt2pp,0.000143525,-4.78418E-05
ETHAtex,0.000143525,0
ETHSO3abcpp,0,0
ETHSO3tex,0,0
ETOHtex,-14.7223,-14.723
ETOHtrpp,-14.7223,-14.723
F6PA,7.17627E-05,1.45E+01
F6PP,0,-3.58813E-05
F6Pt6_2pp,0,0
F6Ptex,0,0
FA100ACPHi,0,-3.58813E-05
FA120ACPHi,0,-3.58813E-05
FA140ACPHi,0,-3.58813E-05
FA141ACPHi,0,-3.58813E-05
FA160ACPHi,0,-3.58813E-05
FA161ACPHi,0,-3.58813E-05
FA80ACPHi,0,-3.58813E-05
FACOAE100,0,-2.39209E-05
FACOAE120,0.0194933,0.0194335
FACOAE140,0.0039178,0.00382212
FACOAE141,0,-2.39209E-05
FACOAE160,0.0579721,0.0579242
FACOAE161,0.0452153,0.045
FACOAE180,0,-3.58813E-05
FACOAE181,0.0232534,0.0232056
FACOAE60,0,-3.58813E-05
FACOAE80,0.000011685,-3.44E-05
FACOAL100t2pp,0,0
FACOAL120t2pp,0,-3.58813E-05
FACOAL140t2pp,1.10404E-05,-7.18E-05
FACOAL141t2pp,0.000143525,-7.17627E-05
FACOAL160t2pp,0,-2.39209E-05
FACOAL161t2pp,0,-2.39209E-05
FACOAL180t2pp,0,-3.18945E-05
FACOAL181t2pp,0,-2.39209E-05
FACOAL60t2pp,0,-3.58813E-05
FACOAL80t2pp,0,0
FADRx,0.959831,0.959257
FADRx2,0,-7.17627E-05
FALDH2,0,0
FALDtex,0,0
FALDtpp,0,0
FALGTHLs,0,0
FBA,3.58813E-05,1.80E+01
FBA3,0,17.9934
FBP,0,-3.58813E-05
FCI,0,0
FCLK,0,0
FCLPA,0,0
FCLT,0.000213062,0.000212332
FDH4pp,0,-2.39209E-05
FDH5pp,0,-2.39209E-05
FDMO,0,0
FDMO2,0,0
FDMO3,0,0
FDMO4,0,0
FDMO6,0,0
FE2abcpp,0,-3.58813E-05
FE2t2pp,0,-0.000143525
FE2t3pp,0,-0.000143525
FE2tex,0.00390492,0.00386831
FE2tpp,0.00401256,0.00372551
FE3DCITabcpp,0,0
FE3DCITtonex,0,0
FE3DHBZR,0,0
FE3DHBZSabcpp,0,0
FE3DHBZStonex,0,0
FE3HOXR1,0,-1.02518E-05
FE3HOXR2,0,-1.02518E-05
FE3HOXR3,0,-1.02518E-05
FE3HOXUtex,0,-2.05036E-05
FE3HOXUtpp,0,-2.05036E-05
FE3HOXabcpp,0,-2.05036E-05
FE3HOXexs,0,-2.05036E-05
FE3HOXtonex,0,-2.05036E-05
FE3Ri,0,-1.79407E-05
FE3abcpp,0.0035585,0.00351261
FE3tex,0.00356261,0.00351261
FECRMR1,0,-1.02518E-05
FECRMR2,0,-1.02518E-05
FECRMR3,0,-1.43525E-05
FECRMUtex,0,-2.05036E-05
FECRMUtpp,0,-2.05036E-05
FECRMabcpp,0,-2.05036E-05
FECRMexs,0,-2.05036E-05
FECRMtonex,0,-2.05036E-05
FEENTERR1,0,-1.02518E-05
FEENTERR2,0,-1.02518E-05
FEENTERR3,0,-1.43525E-05
FEENTERabcpp,1.08731E-06,-2.05E-05
FEENTERexs,1.08731E-06,-2.05E-05
FEENTERtex,0,-2.05036E-05
FEENTERtonex,1.08731E-06,-2.05E-05
FEENTERtpp,0,-2.05036E-05
FEOXAMR1,0,-1.02518E-05
FEOXAMR2,0,-1.02518E-05
FEOXAMR3,0,-1.02518E-05
FEOXAMUtex,0,-2.05036E-05
FEOXAMUtpp,0,-2.05036E-05
FEOXAMabcpp,0,-2.05036E-05
FEOXAMexs,0,-2.05036E-05
FEOXAMtonex,0,-2.05036E-05
FEROpp,0,-3.52931E-06
FESD1s,0,-5.0067E-06
FESD2s,0,0
FESR,0,-1.00134E-05
FFSD,0,0
FHL,0,0
FLDR2,0,-0.000143525
FLVR,0,-7.17627E-05
FLVRx,7.17627E-05,-1.79E-05
FMETTRS,0,0
FMNAT,0.000106531,0.000106531
FMNRx,0,-1.02518E-05
FMNRx2,0,-7.17627E-05
FOMETRi,0,1000
FORCT,0,0
FORt2pp,0,-0.000143525
FORtex,-31.5656,-31.5665
FORtppi,31.5665,31.5656
FRD2,0,0.152977
FRD3,0,-4.78418E-05
FRUK,0,0
FRULYSDG,0,0
FRULYSE,0,0
FRULYSK,0,0
FRULYSt2pp,0,0
FRULYStex,0,0
FRUURt2rpp,0,0
FRUURtex,0,0
FRUpts2pp,0,0
FRUptspp,0,0
FRUtex,0,0
FTHFD,0,-3.58813E-05
FTHFLi,0,0.0549581
FUCtex,0,0
FUCtpp,0,0
FUM,0.330166,0.330046
FUMt2_2pp,0,0
FUMt2_3pp,0,0
FUMtex,0,0
FUSAtex,0,-0.000143525
FUSAtpp,0,-0.000143525
G1PACT,0.0341358,0.0341284
G1PPpp,0,0
G1PTT,0.00389388,0.0038928
G1Ptex,0,0
G1SAT,0.00255675,0.00255091
G2PP,0,0
G2PPpp,0,0
G3PAT120,0,-8.44267E-06
G3PAT140,0,-8.44267E-06
G3PAT141,0,-3.58813E-05
G3PAT160,0,0.0289382
G3PAT161,0,0.0225
G3PAT180,0,-4.78418E-05
G3PAT181,0,0.0115789
G3PCabcpp,0,0
G3PCtex,0,0
G3PD2,-0.0771485,-0.0772202
G3PD5,0,-1.79407E-05
G3PD6,0,-1.79407E-05
G3PD7,0,-2.87051E-05
G3PEabcpp,0,-4.78418E-05
G3PEtex,1.43525E-05,0.00E+00
G3PGabcpp,0,-3.58813E-05
G3PGtex,1.02518E-05,0.00E+00
G3PIabcpp,0,0
G3PItex,0,0
G3PSabcpp,0,0
G3PStex,0,0
G3PT,0,-3.58813E-05
G5SADs,0.102614,0.10259
G5SD,0.10265,0.10259
G6PDA,0,-3.58813E-05
G6PDH2r,0,-8.61152E-05
G6PP,0,-3.58813E-05
G6Pt6_2pp,0,0
G6Ptex,0,0
GAL1PPpp,0,0
GAL1Ptex,0,0
GALBDtex,0,0
GALCTD,0,0
GALCTLO,0,0
GALCTND,0,0
GALCTNLt2pp,0,0
GALCTNLtex,0,0
GALCTNt2pp,0,0
GALCTNtex,0,0
GALCTt2rpp,0,0
GALCTtex,0,0
GALKr,1.59473E-05,0.00E+00
GALM2pp,0,0
GALS3,7.55396E-06,0.00E+00
GALT1,0.00389388,0.0038935
GALTptspp,0,0
GALTtex,0,0
GALURt2rpp,0,0
GALURtex,0,0
GALUi,0.0155755,0.0155396
GALabcpp,0,-4.78418E-05
GALt2pp,0,0
GALtex,1.59473E-05,0.00E+00
GAM6Pt6_2pp,0,0
GAMAN6Ptex,0,0
GAMptspp,0,0
GAMtex,0,0
GAPD,35.669,35.6687
GARFT,0.152901,0.207856
GART,0,0.0549581
GBBTNtex,0,0
GCALDD,0.000426124,0.000426124
GDMANE,0,0
GDPDPK,0,-3.58813E-05
GDPMNH,0,-3.58813E-05
GDPMNP,0,-3.58813E-05
GDPTPDP,3.58813E-05,-3.59E-05
GDPtex,0,0
GF6PTA,0.0341358,0.0340999
GGGABADr,0,-5.74101E-06
GGGABAH,0,-5.74101E-06
GGPTRCO,0,-5.74101E-06
GGPTRCS,0,-5.74101E-06
GHBDHx,0,0
GHMT2r,0.492372,0.492304
GK1,0.113007,0.112971
GLBRAN2,0,1000
GLCATr,0,0
GLCDpp,0,-7.49591E-06
GLCNt2rpp,0.000017223,-1.79E-05
GLCNtex,0.000017223,0.00E+00
GLCP,0,998.286
GLCP2,0,998.286
GLCRAL,0,0
GLCRD,0,0
GLCRt2rpp,0,0
GLCRtex,0,0
GLCS1,0.0736593,998.36
GLCTR1,0.00389388,0.0038935
GLCTR2,0.00389388,0.0038935
GLCTR3,0.00389388,0.0038935
GLCUR1Ptex,0,0
GLCURt2rpp,0,0
GLCURtex,0,0
GLCabcpp,0,-3.58813E-05
GLCptspp,18.5001,18.5
GLCt2pp,0,-0.000143525
GLCtex,-981.5,18.5
GLCtexi,0,1000
GLDBRAN2,0,1000
GLGC,0.0736593,998.36
GLNS,0.821738,0.829911
GLNTRS,0,0
GLNabcpp,0,0
GLNtex,0,0
GLTPD,0,0
GLU5K,0.10265,0.10259
GLUABUTt7pp,0,1000
GLUCYS,0.000106531,9.05839E-05
GLUDC,0,-1.30478E-05
GLUDy,-3.96438,-3.96453
GLUN,0,-3.58813E-05
GLUNpp,0,0
GLUPRT,0.207859,0.207856
GLUR,-0.0131561,-0.013174
GLUSy,0,-3.58813E-05
GLUTRR,0.00255675,0.00255091
GLUTRS,0.00255675,0.00255091
GLUabcpp,0,-4.78418E-05
GLUt2rpp,-1000,-0.000143525
GLUt4pp,0,1000
GLUtex,1.19604E-05,0.00E+00
GLXCL,0.000143525,-1.30478E-05
GLYALDtex,2.05036E-05,0.00E+00
GLYALDtpp,2.05036E-05,0.00E+00
GLYAT,2.05036E-05,-7.18E-05
GLYBabcpp,0,0
GLYBt2pp,0,0
GLYBtex,0,0
GLYC2Pabcpp,0,0
GLYC2Ptex,0,0
GLYC3Pabcpp,0,-4.78418E-05
GLYC3Pt6pp,0,-7.17627E-05
GLYC3Ptex,1.59473E-05,0.00E+00
GLYCAt2rpp,4.78418E-05,0.00E+00
GLYCAtex,4.78418E-05,0.00E+00
GLYCDx,0,-7.17627E-05
GLYCK,0,-1.30478E-05
GLYCK2,0,-1.30478E-05
GLYCL,0,-2.87051E-05
GLYCLTDx,0,-0.000287051
GLYCLTDy,0,-1.79407E-05
GLYCLTt2rpp,-1000,-0.000497887
GLYCLTt4pp,0,1000
GLYCLTtex,-0.000139074,-0.000497887
GLYCTO2,0,-2.60955E-05
GLYCTO3,0,-2.60955E-05
GLYCTO4,0,-5.74101E-05
GLYCtex,2.87051E-05,0.00E+00
GLYCtpp,-0.0030282,-0.00320761
GLYK,0.00313585,0.00301624
GLYOX,0,-4.78418E-05
GLYOX3,0,-4.78418E-05
GLYTRS,0,0
GLYt2pp,0,1000
GLYt2rpp,-1000,0
GLYt4pp,0,1000
GLYtex,2.39209E-05,0.00E+00
GMAND,0,0
GMHEPAT,0.0155755,0.015574
GMHEPK,0.0155755,0.015574
GMHEPPA,0.0155755,0.015574
GMPR,0,-1.43525E-05
GMPS2,0.113007,0.112992
GMPtex,0,0
GND,0.000430576,-8.61152E-05
GNK,0,-1.79407E-05
